,userId,movieId,rating,timestamp
17076131,118138,2915,5.0,2003-10-20 17:48:29
5500451,37823,4270,3.0,2005-07-18 17:36:25
18141691,125514,3623,4.0,2007-01-28 12:10:28
6622327,45605,3988,4.0,2001-06-21 00:22:14
6841651,47100,5377,3.0,2014-06-03 00:25:11
13665088,94392,253,3.0,1996-10-12 12:20:36
12589908,86970,356,3.0,1996-09-09 13:24:13
17567334,121535,48177,3.5,2010-06-09 05:18:16
11094231,76651,5816,4.0,2009-02-04 21:37:42
17166267,118754,4980,3.0,2007-05-30 06:04:34
10882170,75250,4042,1.0,2001-03-15 02:22:30
196282,1338,1584,4.0,1999-12-13 15:57:35
2179453,14753,6237,3.0,2003-10-14 14:57:13
6084161,41921,750,5.0,2001-11-03 15:18:43
6893176,47477,6017,2.5,2010-08-09 10:13:50
15002146,103643,2424,3.5,2012-09-08 07:33:28
5648342,38882,1094,5.0,2002-08-11 02:54:44
9765968,67527,25888,1.0,2009-04-03 19:32:28
19266401,133331,71535,4.5,2010-10-15 14:53:53
17827332,123295,76093,5.0,2013-07-04 06:53:10
6038876,41574,733,4.0,1997-01-13 10:58:24
8445775,58275,151,2.5,2006-02-15 10:40:42
7277610,50211,56367,4.0,2008-07-14 10:06:38
4346241,29633,3578,4.0,2008-03-26 14:59:27
15434883,106755,43396,3.5,2006-04-13 03:29:47
12593081,86999,2,3.0,1996-09-28 12:45:38
19494380,134905,2115,4.5,2004-04-28 05:52:26
7202474,49683,79553,1.5,2013-06-24 01:51:12
19854303,137429,1282,4.0,2006-12-31 10:37:52
14606356,100906,44555,3.5,2009-03-25 00:20:43
13813259,95427,253,1.0,1996-11-20 07:03:02
5895977,40596,4795,5.0,2003-05-02 00:34:28
8100973,55792,144,2.0,2004-02-13 00:22:35
18130204,125431,1270,2.5,2005-10-14 15:58:26
16031045,110906,2470,3.0,2013-04-02 20:38:06
15522861,107326,5081,2.0,2003-01-04 03:02:23
2561226,17333,58494,4.5,2009-07-17 05:31:07
1480066,10021,5620,4.0,2012-07-15 00:29:08
12092001,83504,3300,2.0,2002-11-18 08:00:28
14449974,99828,17,3.0,2005-05-22 12:16:05
10719088,74142,2273,1.5,2007-12-19 02:40:23
3072025,20948,1303,3.5,2009-08-08 18:23:27
7343499,50666,17,4.0,2004-09-18 14:16:27
10656757,73752,185,2.0,2002-01-20 06:07:14
1179492,8060,1645,3.0,2000-06-28 13:43:10
19183900,132715,750,4.0,1997-05-25 16:04:43
19702977,136420,6380,5.0,2004-08-24 01:55:02
7247586,50030,5389,4.0,2004-05-13 16:47:13
12986300,89656,3101,2.0,2003-03-15 21:25:14
6087105,41932,2004,5.0,2000-07-23 07:32:11
19266077,133330,268,4.0,1996-05-12 10:41:20
11205654,77405,588,3.0,1996-06-22 23:04:02
16823250,116348,1690,4.0,2014-06-19 10:04:08
19439609,134543,914,4.0,2004-01-19 04:53:48
13353088,92270,5840,4.0,2002-12-18 21:22:41
2251667,15308,6385,1.5,2014-05-19 21:31:46
9225898,63773,1282,5.0,2009-03-21 20:20:08
2651094,18007,3316,0.5,2004-09-10 04:22:19
2536610,17163,1240,2.5,2005-06-15 19:12:18
15775579,109098,440,4.0,2008-11-01 23:53:44
5222668,35792,7834,4.5,2009-04-23 02:29:01
6475107,44492,595,5.0,2008-11-10 21:13:22
8152595,56174,1689,3.5,2007-05-04 12:24:59
19879053,137636,2395,5.0,2002-05-30 19:38:53
903849,6057,34162,2.5,2011-07-30 11:22:34
12171123,84071,1653,3.0,2000-04-03 02:18:26
10281038,71121,265,3.0,2006-02-19 20:25:37
13124729,90680,1967,2.0,1999-11-26 13:43:12
19821998,137230,1196,4.0,2009-03-30 10:33:14
13333519,92142,44974,3.5,2007-02-16 06:49:16
15856866,109703,6539,4.0,2009-07-10 13:31:47
5214401,35725,915,5.0,1999-12-15 05:10:10
12505453,86406,2502,3.5,2004-11-26 20:06:30
5726003,39395,1387,3.0,1999-12-18 07:04:52
7870463,54255,914,5.0,2001-07-09 20:31:24
16897925,116893,627,3.0,1997-06-13 21:24:17
9774601,67563,2165,5.0,1999-10-20 19:55:50
19223993,133026,1093,2.0,2001-11-13 00:58:12
3151560,21490,3469,5.0,2003-01-02 05:49:03
16585048,114709,2473,4.0,2000-01-26 23:09:23
626484,4192,1,4.0,1997-03-22 19:41:37
3101280,21145,266,4.0,2000-07-31 21:07:56
18352463,127005,2948,2.5,2006-02-11 00:03:01
2595510,17593,358,3.0,1996-06-22 15:11:28
1777579,12044,304,2.5,2005-04-24 20:42:51
5963304,41096,2953,3.5,2011-01-07 03:46:38
18211136,125960,2571,5.0,2008-10-29 17:17:07
17375106,120153,2692,4.0,2001-03-03 13:31:39
17649124,122058,8644,3.0,2011-05-15 07:11:05
16248206,112419,916,3.0,1997-04-07 07:48:22
1930287,13064,86880,2.5,2012-02-07 23:48:15
17832541,123315,35836,3.0,2007-05-06 10:44:31
13115764,90601,44633,3.5,2010-02-11 03:17:47
7424630,51226,55290,3.5,2011-12-16 18:58:20
19149542,132483,4246,4.0,2003-04-02 21:39:14
14159709,97789,86,2.0,1999-11-24 11:01:31
19613902,135790,3507,4.0,2004-12-27 21:36:31
3253043,22219,1379,5.0,1999-12-24 14:54:26
2290500,15544,1088,3.5,2007-11-26 13:52:23
18867294,130634,1252,5.0,1998-10-12 16:55:21
14643877,101155,4310,1.5,2006-07-05 20:58:13
10747058,74291,765,3.0,1996-10-03 21:57:35
16254653,112491,784,1.5,2009-01-20 00:58:18
6336909,43522,68237,4.5,2012-01-22 16:32:50
14657668,101243,4027,3.0,2001-07-14 15:27:45
3928993,26826,2761,5.0,2000-01-04 00:48:07
8434677,58208,370,3.0,2000-03-17 04:18:46
6951741,47904,1090,5.0,2000-11-24 04:44:27
18519986,128217,1622,1.0,1998-01-30 11:52:09
5402916,37124,155,2.0,1997-05-15 00:29:42
9395537,64999,1350,4.0,2000-01-04 06:37:00
19391239,134228,3897,4.0,2001-02-13 00:36:48
15348003,106149,551,4.0,2006-07-12 23:09:37
2347876,15886,1183,5.0,1997-01-10 10:49:09
5033906,34576,5444,3.0,2006-11-15 01:53:28
6784653,46674,3481,3.5,2004-08-31 16:12:45
8000682,55138,165,5.0,1996-07-13 00:20:07
14484943,100103,2716,5.0,2000-08-16 19:21:22
14634483,101110,2597,1.0,2000-05-12 16:29:41
5762626,39631,587,3.0,1997-06-15 14:08:50
19102223,132136,3071,3.0,2000-04-16 19:37:17
186403,1268,52604,4.0,2014-06-30 14:37:04
722953,4818,296,4.5,2013-05-10 18:55:16
18081901,125065,4967,3.5,2005-11-13 20:11:06
18549456,128368,2174,3.5,2008-08-11 02:38:29
2224789,15108,2133,4.0,1999-12-12 22:42:21
12917207,89218,349,5.0,1996-06-22 22:23:52
9421631,65189,1221,5.0,2009-05-04 22:44:22
19062172,131898,2324,5.0,1999-10-30 19:02:44
16739472,115811,1415,2.0,2000-12-08 21:36:10
5750596,39556,4673,2.5,2003-11-11 23:41:19
4512339,30861,4496,4.0,2003-11-10 23:25:23
11356179,78412,6874,4.5,2008-12-22 22:15:07
11049855,76384,555,3.0,1999-11-07 00:48:31
17606469,121776,2353,4.0,2005-08-10 15:52:03
2473018,16732,2115,4.0,2009-03-26 13:20:53
15123096,104439,71535,5.0,2014-05-10 22:27:23
16208820,112174,44555,4.5,2008-09-14 14:33:16
1959833,13285,1779,3.0,2009-04-04 14:14:41
12972786,89538,2080,4.0,2010-10-27 20:41:23
16564503,114579,7361,4.0,2009-03-24 16:11:39
16719788,115652,47997,3.5,2010-01-18 16:09:34
11871715,81901,2986,2.0,2004-04-21 23:07:16
4508361,30833,520,3.0,2005-05-29 00:06:56
18313706,126707,350,3.0,1997-03-09 20:40:10
5589699,38430,46723,3.5,2007-03-31 06:26:28
2363997,15991,222,3.0,1996-11-23 15:09:35
5054704,34666,2356,2.0,1999-11-14 11:54:17
8789412,60755,367,4.0,2000-08-18 10:51:26
19645685,136013,1196,5.0,1997-10-17 11:55:39
14800107,102232,4498,3.0,2005-12-14 22:25:34
3661765,24945,58559,4.5,2008-08-24 22:48:41
16487014,114057,5146,2.0,2005-05-28 08:00:37
13839112,95605,78653,3.0,2011-01-14 17:52:22
4475254,30607,1247,3.5,2005-07-24 03:21:31
10513810,72740,780,4.0,1996-11-30 19:07:50
18246495,126184,3328,4.0,2004-08-16 14:16:38
19823745,137241,48385,1.5,2014-10-16 06:16:34
1016116,6881,2959,4.5,2005-10-14 15:50:21
14796077,102197,2867,5.0,2000-04-25 01:33:07
7903404,54465,2683,4.0,2011-05-10 21:39:15
13511161,93356,1836,3.0,2002-04-12 02:43:03
17894139,123724,2716,3.5,2005-04-03 22:50:58
1451380,9812,410,3.0,1996-05-14 07:31:37
6014196,41423,3005,2.0,2000-04-01 14:00:36
8308332,57355,1288,4.0,1999-12-31 08:25:26
11695310,80760,4784,1.5,2005-07-03 05:51:59
6890153,47450,37741,4.0,2006-03-16 03:01:52
1268205,8636,4537,3.0,2007-03-07 06:08:06
13207880,91237,5797,3.0,2003-10-04 02:45:41
17444902,120666,541,5.0,2005-04-01 06:46:09
17338815,119876,1387,5.0,2006-07-17 21:10:29
17838216,123344,1274,5.0,2002-12-06 09:13:01
1334336,9077,5048,0.5,2009-07-17 18:05:16
2559775,17333,1397,3.0,2000-08-17 20:13:20
19282469,133435,6787,3.0,2011-08-11 20:14:49
5908891,40699,54281,3.0,2010-01-13 00:49:07
14126537,97569,1344,5.0,2000-11-28 23:06:44
18538394,128309,50872,2.5,2009-02-27 06:50:33
2398038,16202,65,5.0,2000-06-02 02:19:46
1129667,7707,3911,5.0,2005-03-22 08:30:30
7955105,54812,2023,4.0,2005-01-05 20:59:27
2220735,15075,329,3.0,1996-06-27 12:27:42
19499137,134929,2777,2.0,2000-01-20 14:45:14
13906377,96051,435,3.0,1996-07-19 10:49:22
2712281,18390,880,4.0,2006-12-19 22:12:21
11308808,78113,3089,4.0,2000-11-20 23:46:45
1936173,13103,5638,0.5,2003-06-26 05:44:21
9946440,68730,3578,3.0,2001-03-25 21:11:13
4484259,30652,1270,4.5,2010-05-18 09:29:29
6003534,41337,7009,1.5,2005-04-02 23:48:38
5069248,34758,4677,2.5,2005-03-16 07:46:20
5177215,35444,953,4.0,1996-08-16 15:50:17
2783310,18846,317,4.0,2005-04-01 17:28:57
15116343,104383,362,3.0,1996-06-04 21:40:31
13626287,94106,1884,4.5,2011-01-13 16:35:43
16722098,115679,2324,4.0,2010-01-17 00:25:54
11372610,78497,2502,4.0,2009-12-13 15:29:10
19155445,132524,36,5.0,1997-04-04 00:46:34
1882936,12733,79293,3.5,2011-09-03 01:24:22
15845170,109607,494,3.0,1996-12-24 17:45:45
1096296,7472,2076,2.0,2000-12-04 03:15:52
9707393,67133,1539,5.0,1997-06-05 08:28:09
11507322,79435,5630,3.5,2004-06-29 01:25:49
13195356,91183,799,3.0,2002-02-18 21:21:15
8239735,56847,8972,4.0,2004-11-23 09:05:41
9948299,68744,6686,2.5,2004-08-29 03:45:39
16849327,116514,266,4.0,1996-07-27 19:32:17
8138278,56063,5093,3.0,2002-10-16 02:38:27
11415176,78808,2797,5.0,2000-11-21 02:43:28
5817272,40043,10,4.0,1996-11-01 20:05:13
13156916,90921,4030,3.5,2009-06-21 08:15:18
16273308,112655,4963,3.5,2011-05-07 20:05:04
194303,1323,3623,4.0,2003-12-05 01:10:52
7396323,51024,162,4.0,1996-09-23 10:56:04
3320523,22693,55442,4.0,2011-03-06 00:06:22
225914,1560,4920,4.0,2002-03-25 02:28:28
17510714,121112,5349,3.5,2003-08-25 02:48:16
6249671,42942,527,4.0,2009-10-25 17:54:44
10139881,70159,933,3.5,2015-03-23 23:58:57
3054069,20801,2485,3.0,2010-05-06 14:12:35
4285896,29201,2395,3.0,2001-10-04 10:59:20
12134844,83823,4085,3.5,2004-05-20 20:28:32
2255724,15331,296,4.0,2007-12-13 01:43:55
14087707,97296,367,3.0,1996-10-25 09:54:31
18054650,124878,6,4.5,2008-10-29 12:31:32
7478392,51604,1307,3.0,1999-10-08 22:18:51
17325858,119787,2599,4.0,2005-03-08 22:59:14
10026568,69345,3020,4.0,1999-12-11 19:37:26
13942334,96333,32587,1.5,2005-05-11 14:59:08
9873498,68217,2951,4.5,2006-11-27 10:37:19
18367163,127124,1228,4.0,2005-07-16 06:47:22
10679207,73912,8783,4.0,2013-02-08 05:33:29
10302594,71245,69844,3.5,2009-07-26 00:06:59
12555616,86738,19,1.0,1997-03-27 13:52:48
4890548,33632,2583,4.0,1999-11-19 21:48:48
18228486,126066,21,5.0,1996-06-06 09:08:03
17658727,122134,7156,3.5,2005-12-04 22:29:20
6319978,43399,260,4.0,1997-04-25 06:18:26
16752413,115870,40732,3.5,2006-12-24 19:08:30
18881424,130728,3984,4.0,2002-04-05 05:57:56
19519631,135071,32029,3.0,2007-02-24 21:38:17
3890552,26522,1962,5.0,2006-05-16 08:52:15
9765995,67527,26728,3.0,2010-02-03 16:00:39
11885928,82025,2135,4.0,2000-08-04 02:45:49
12617864,87196,81456,4.0,2011-10-23 23:20:59
15453410,106897,2003,3.5,2008-12-17 04:29:35
8935037,61740,5296,5.0,2005-06-13 17:42:09
499878,3373,2871,4.0,2013-03-12 22:04:39
9990479,69060,434,3.0,2008-05-30 17:20:20
2426894,16408,2959,4.0,2008-01-06 05:31:47
19400649,134297,31,4.0,2008-03-25 22:58:09
987498,6649,2706,4.0,2002-06-10 07:22:41
3469888,23639,1175,5.0,2013-08-24 20:13:39
10431731,72146,1954,3.0,2007-01-05 06:12:11
6200905,42680,62,4.0,2007-12-28 02:14:59
17599708,121733,2735,4.0,2000-11-19 23:09:49
16300739,112849,84954,4.5,2012-02-13 11:38:22
12283196,84843,7445,5.0,2014-06-20 22:04:29
12085226,83447,586,4.0,2009-01-29 22:32:15
15005312,103654,1805,3.0,2006-06-13 11:07:10
9418611,65180,2269,1.5,2012-10-31 18:55:54
5851928,40269,3682,4.5,2011-03-01 15:42:29
3541129,24143,293,4.0,2008-11-07 18:18:40
10315229,71329,368,4.0,1996-07-17 17:07:17
8918873,61653,4357,3.0,2002-02-10 13:46:16
6301630,43289,3745,3.5,2005-04-05 14:30:12
2413356,16304,1262,4.0,2003-02-22 06:59:09
13477003,93122,2046,3.0,1998-08-05 19:48:38
10794632,74633,2182,4.0,2001-07-08 05:47:11
7478851,51608,627,2.5,2003-07-19 21:34:07
3248696,22193,8618,3.0,2007-10-02 06:14:39
17316285,119724,7153,2.0,2009-07-19 03:28:41
5185016,35510,7139,4.5,2005-04-02 17:02:07
16086542,111317,7154,3.0,2005-01-20 19:03:07
15015021,103708,296,3.0,2002-10-14 02:03:24
18176804,125736,316,4.5,2012-06-16 22:25:19
3626113,24726,4359,4.0,2004-09-11 19:44:53
2289171,15532,8360,4.0,2013-05-10 04:23:37
15951067,110376,2422,5.0,2014-10-13 09:27:03
6510682,44737,4993,3.5,2005-11-26 20:27:52
15005411,103654,2068,3.0,2007-02-04 21:02:39
8129358,55999,1059,1.0,1999-01-29 20:54:02
18210366,125953,5995,5.0,2009-11-01 00:13:51
7559540,52106,7451,3.5,2005-05-31 01:28:01
12336026,85223,104,5.0,1996-05-20 00:15:45
4492601,30707,8879,3.0,2007-06-06 17:31:00
7448363,51410,1243,5.0,1998-12-07 16:39:24
5021614,34502,2146,3.0,1999-02-07 17:48:49
13785892,95254,6760,2.5,2006-06-26 15:48:02
19428387,134482,1147,4.0,2005-04-03 21:41:25
2843754,19271,230,5.0,1996-04-02 12:18:25
18174082,125719,5349,4.5,2006-06-06 16:46:34
18065905,124963,52591,3.5,2008-07-18 16:42:44
12098543,83546,52722,2.5,2015-03-09 05:11:52
256602,1763,4543,2.5,2005-12-21 16:01:12
1485870,10055,1721,3.5,2003-07-22 05:36:11
3913855,26708,2423,2.5,2007-08-02 20:52:19
15673142,108363,186,0.5,2007-10-05 02:38:12
2950816,20057,1213,5.0,2001-01-08 18:34:20
18598400,128717,786,4.0,1996-11-18 10:33:33
16493986,114105,1057,3.0,2002-11-24 19:59:21
9635557,66665,750,3.5,2003-05-27 22:04:50
9041830,62546,232,5.0,1996-08-04 17:07:33
243822,1686,3999,2.5,2008-11-03 23:04:30
11011622,76141,1918,3.0,2007-03-04 16:26:38
16467388,113959,1022,4.0,2000-05-21 03:52:26
5419891,37251,3114,2.5,2008-08-17 02:39:11
13128174,90709,46578,4.5,2014-02-20 19:06:54
5649358,38891,380,5.0,1998-06-19 23:59:09
6784980,46677,7153,4.5,2005-09-28 23:57:48
19164791,132596,158,3.0,1997-05-04 22:23:19
8568616,59197,5445,2.0,2007-05-17 20:16:47
15402560,106537,88125,3.5,2011-07-23 03:45:46
16990517,117520,1183,1.0,1997-03-20 08:49:25
8581032,59302,5444,4.0,2004-01-22 21:35:35
17766995,122836,82,4.0,1996-07-25 13:18:55
5835061,40139,2761,3.5,2003-10-08 18:11:24
9948448,68744,48394,3.5,2007-08-09 02:56:07
3016832,20465,1183,4.0,1998-07-15 15:45:42
18637360,129025,2916,4.0,2008-11-08 14:45:35
12808039,88527,628,5.0,2000-08-03 16:37:39
16902900,116918,1468,4.0,2003-07-29 21:18:15
19898995,137791,172,3.0,2008-09-14 14:08:20
5221190,35780,8949,4.0,2006-02-03 21:08:16
15031559,103830,8961,4.5,2006-10-07 14:48:06
8729756,60310,1610,4.0,2001-06-14 18:19:48
14335012,99019,2516,2.0,2000-07-16 16:49:33
3453119,23522,1405,1.0,1999-12-13 14:36:11
732045,4884,270,3.0,2001-11-17 18:44:30
11332029,78274,7143,3.5,2008-12-13 04:46:36
1523556,10313,145,0.5,2004-12-25 03:59:41
12237373,84528,296,5.0,1996-09-04 12:06:30
5558548,38221,33437,3.0,2006-09-12 05:08:39
12295668,84920,3039,4.0,2008-11-30 23:57:24
9393010,64978,5952,4.0,2007-12-19 04:57:54
10257877,70962,3018,4.0,2006-10-02 23:28:04
3831206,26123,6711,3.5,2005-05-26 10:01:50
15870834,109783,118,1.0,1997-01-07 14:48:59
19792081,137018,2947,5.0,1999-12-19 20:46:31
12803594,88488,3578,4.0,2001-06-06 18:18:51
1187596,8113,707,3.0,1997-04-05 15:59:52
17217540,119078,1259,4.0,2005-04-28 03:14:23
18059277,124920,350,3.0,1996-11-08 11:30:09
14548669,100504,2410,3.0,1999-12-13 19:30:11
18989405,131396,1198,3.5,2008-01-21 23:05:20
233550,1608,2805,4.0,2000-05-02 03:56:59
4187596,28541,778,5.0,1996-11-20 09:06:29
13819686,95476,3408,4.0,2000-09-07 22:48:57
16702739,115553,325,2.0,1996-04-17 19:59:35
18090376,125130,1291,4.0,2001-09-09 19:37:33
9823996,67920,1597,4.0,2010-08-14 16:18:04
4241629,28894,2931,4.0,1999-12-15 08:33:48
14905116,102974,5010,3.0,2010-08-22 07:16:47
5638479,38809,2728,3.0,2014-03-07 01:35:24
11192246,77297,920,4.0,2014-10-30 13:06:10
5020168,34494,52281,3.5,2011-12-22 12:07:34
13393900,92554,5444,5.0,2005-08-04 21:28:00
2767927,18725,538,5.0,1999-06-28 18:23:18
6125790,42194,7387,3.0,2007-01-22 00:00:00
4028548,27434,95,3.0,1996-09-26 15:04:14
4324325,29471,82459,3.0,2014-01-28 01:32:52
12722111,87930,592,3.0,1999-11-02 17:14:31
1799938,12151,2731,4.0,2009-12-07 21:51:07
3556229,24228,2194,3.5,2005-08-31 19:22:18
17864516,123523,288,4.0,1996-07-22 15:55:48
3384210,23101,33615,1.5,2013-04-16 00:51:49
9745969,67387,6953,4.5,2005-02-16 14:19:59
3063260,20877,78,3.5,2003-12-08 18:11:00
17070070,118106,1041,4.0,2000-09-12 14:30:53
13152230,90882,1291,3.5,2011-12-26 13:13:03
3827799,26089,919,4.0,1996-10-13 09:44:13
5849861,40258,589,4.0,1998-12-19 15:55:25
10306012,71267,3693,3.5,2005-04-02 19:11:15
3552129,24217,1721,3.0,2010-07-11 23:40:26
18205794,125921,1590,3.0,2011-01-24 18:47:16
15126443,104478,5448,2.5,2003-09-14 05:46:04
14812199,102302,153,3.0,2012-07-31 16:31:27
2858061,19362,3052,4.5,2007-08-20 08:34:09
2929298,19881,65514,3.0,2013-12-28 11:15:00
12940947,89344,2571,4.5,2013-02-10 22:38:31
12059338,83264,1183,4.0,1999-12-19 18:47:09
13076195,90293,1584,4.0,1999-11-13 23:34:21
15392665,106464,3639,4.0,2008-01-25 06:42:28
18430224,127555,3052,2.0,2010-04-09 14:45:18
7712221,53102,788,3.0,1997-07-09 06:56:48
16542482,114453,141,4.0,2005-10-18 20:14:29
8738060,60373,1413,4.0,2001-04-09 20:55:44
3414441,23283,8874,5.0,2007-02-17 18:01:41
1216977,8331,39,3.0,2004-07-02 06:33:36
16488619,114078,5418,3.0,2007-10-31 15:23:24
8547503,59045,6001,4.0,2003-01-17 01:15:08
17819212,123223,2000,3.5,2003-06-07 00:06:56
10769199,74446,5816,4.0,2014-02-08 05:50:44
15561770,107603,2042,2.0,2004-03-02 20:20:47
3433676,23392,3146,2.0,2014-02-16 18:59:55
3050862,20779,494,3.0,1996-08-15 19:47:05
4360357,29730,1373,1.0,1997-05-26 13:09:54
1556728,10519,434,3.5,2007-02-11 20:05:23
7533625,51978,81845,5.0,2011-01-03 03:24:09
800387,5341,31263,0.5,2009-07-11 00:37:29
9705592,67117,292,4.0,1999-10-01 20:43:24
13191255,91159,4161,5.0,2001-09-30 20:01:01
8678488,59931,8139,3.5,2004-05-26 02:36:22
8405186,58000,1197,4.5,2013-07-12 13:27:20
18771131,130006,628,4.0,2010-08-12 14:22:33
1668790,11268,4993,3.0,2004-11-30 22:37:16
13753132,95006,1147,4.0,2008-01-04 18:25:31
8029210,55304,3671,4.0,2000-08-02 20:41:16
16078595,111249,8464,4.0,2012-11-14 09:25:48
17808510,123127,2987,3.0,2004-09-09 22:39:29
9165769,63319,1270,3.0,1996-10-27 17:44:50
17343643,119923,17,3.0,1996-12-03 07:26:06
8500559,58700,1278,2.0,2007-03-06 00:15:51
6426080,44124,3504,4.0,2012-11-10 15:22:06
19988131,138404,3052,4.0,2006-01-23 08:23:55
8809102,60887,5560,1.0,2002-08-22 14:05:26
1749634,11843,6539,4.0,2003-12-24 19:46:44
915389,6112,4333,3.0,2001-05-14 19:29:50
17596494,121719,6502,4.0,2011-06-23 14:09:13
4602398,31542,720,4.5,2010-06-29 14:23:04
6296002,43251,60684,2.5,2009-08-24 00:39:47
11951985,82531,3392,1.0,2001-11-19 06:14:25
13206449,91231,1959,2.0,2002-01-03 04:52:22
8022359,55279,1965,5.0,1999-10-22 12:51:29
13318359,92011,35836,3.5,2006-06-15 19:24:49
17838636,123345,1043,3.0,1997-06-19 13:30:20
12444363,85964,104,5.0,1998-01-24 15:56:44
3346701,22888,77293,3.5,2011-09-27 14:25:38
12434279,85901,1225,5.0,2001-02-23 01:23:06
4738516,32541,480,1.5,2007-12-10 21:05:38
12166360,84032,588,3.0,1996-06-10 21:46:54
6737219,46396,2761,2.0,2010-11-23 17:23:43
4084335,27784,648,3.0,2006-04-29 18:39:47
14305811,98818,2432,1.0,2003-04-07 04:36:48
14085398,97285,2542,4.0,2001-01-06 23:08:06
19744996,136707,2700,4.5,2005-10-11 20:55:23
10170853,70361,4246,4.0,2001-11-23 23:14:25
19478220,134791,5829,3.5,2012-04-25 03:30:12
12994348,89716,2542,4.0,2001-04-10 22:20:38
18518529,128203,2376,2.0,1999-10-04 18:54:00
8821339,60978,1111,3.0,2000-11-20 08:35:29
19344831,133920,92,4.0,1996-12-25 06:14:50
15339891,106079,2028,1.0,2000-08-03 06:08:09
14813737,102310,1408,3.5,2005-03-23 00:39:07
12242335,84567,2012,1.0,2005-05-01 01:05:02
13315720,92011,2541,4.0,1999-06-07 17:26:54
19536300,135169,1974,3.0,2011-12-12 11:30:54
15725851,108745,441,3.0,2000-11-03 05:01:58
8378203,57812,3948,2.0,2010-12-24 13:13:03
1127613,7699,110,3.5,2005-07-04 03:03:35
5064410,34725,7444,4.0,2013-07-22 17:01:57
2614995,17741,1051,4.0,1999-11-11 10:39:03
1551413,10489,1263,5.0,2000-04-07 17:05:36
6891901,47472,534,4.0,1996-06-13 07:04:31
19364163,134064,1721,5.0,1999-11-30 16:02:47
6082107,41897,3247,4.0,2003-03-31 00:21:58
7550213,52049,2946,4.0,2000-11-26 04:20:51
6583381,45267,27611,3.5,2010-11-16 18:27:51
1920355,12992,2580,2.0,2012-10-12 17:26:43
3962923,27007,55444,4.0,2007-11-05 12:08:13
